age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
18.0,private,138557.0,11th,7.0,never-married,handlers-cleaners,own-child,white,male,40.0,united-states,<=50k
45.0,private,252079.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,>50k
54.0,private,271160.0,assoc-voc,11.0,widowed,exec-managerial,not-in-family,white,female,40.0,united-states,<=50k
29.0,private,50028.0,some-college,10.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,<=50k
80.5,private,175032.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
29.0,self-emp-inc,206903.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,>50k
21.0,private,32950.0,some-college,10.0,never-married,sales,unmarried,white,male,40.0,united-states,<=50k
53.0,private,177727.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,>50k
59.0,private,171015.0,some-college,10.0,never-married,adm-clerical,own-child,white,female,34.0,united-states,<=50k
33.0,private,221324.0,assoc-voc,11.0,never-married,machine-op-inspct,unmarried,black,female,40.0,united-states,<=50k
37.0,private,336880.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,50.0,united-states,<=50k
20.0,private,305446.0,hs-grad,9.0,never-married,other-service,own-child,white,male,32.5,united-states,<=50k
56.0,private,279340.0,11th,7.0,separated,other-service,not-in-family,black,female,40.0,united-states,<=50k
59.0,private,113203.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
51.0,self-emp-inc,166459.0,assoc-voc,11.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
50.0,private,205100.0,7th-8th,10.0,married-civ-spouse,other-service,wife,white,female,35.0,united-states,<=50k
71.0,private,116165.0,some-college,10.0,widowed,craft-repair,not-in-family,white,female,32.5,canada,<=50k
39.0,private,187167.0,some-college,10.0,divorced,exec-managerial,not-in-family,white,female,40.0,united-states,<=50k
25.0,self-emp-inc,133373.0,bachelors,13.0,never-married,sales,not-in-family,white,male,52.5,united-states,<=50k
44.0,private,45093.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,52.5,united-states,<=50k
29.0,private,236938.0,assoc-acdm,10.0,divorced,craft-repair,unmarried,white,female,38.0,united-states,<=50k
22.0,private,63105.0,hs-grad,9.0,never-married,prof-specialty,own-child,black,male,40.0,united-states,<=50k
26.0,private,133756.0,hs-grad,9.0,divorced,farming-fishing,not-in-family,asian-pac-islander,male,40.0,philippines,<=50k
34.0,private,416720.25,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,32.5,united-states,<=50k
41.0,self-emp-not-inc,190290.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
19.0,without-pay,344858.0,hs-grad,9.0,never-married,farming-fishing,own-child,white,male,32.5,united-states,<=50k
28.0,private,178489.0,bachelors,13.0,never-married,exec-managerial,unmarried,black,female,45.0,united-states,<=50k
44.0,private,416720.25,some-college,10.0,divorced,prof-specialty,not-in-family,white,female,40.0,united-states,<=50k
50.0,private,207367.0,some-college,10.0,married-spouse-absent,other-service,not-in-family,white,female,40.0,cuba,<=50k
36.0,private,308945.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
23.0,private,391171.0,some-college,10.0,never-married,other-service,not-in-family,black,male,32.5,united-states,<=50k
43.0,private,336513.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
50.0,local-gov,30682.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,<=50k
51.0,private,63424.0,masters,14.0,married-civ-spouse,prof-specialty,wife,white,female,40.0,united-states,>50k
33.0,private,133503.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,white,male,32.5,united-states,<=50k
49.0,private,53893.0,hs-grad,9.0,divorced,transport-moving,not-in-family,white,male,40.0,united-states,<=50k
27.0,private,168107.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
46.0,private,177114.0,assoc-acdm,10.0,widowed,prof-specialty,unmarried,white,female,32.5,united-states,<=50k
44.0,private,182616.0,assoc-voc,11.0,married-civ-spouse,tech-support,husband,white,male,40.0,united-states,>50k
27.0,private,401508.0,hs-grad,9.0,never-married,other-service,unmarried,black,female,40.0,united-states,<=50k
39.0,private,284166.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,>50k
33.0,federal-gov,26543.0,assoc-voc,11.0,married-civ-spouse,tech-support,husband,white,male,40.0,united-states,>50k
63.0,private,97823.0,11th,7.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
21.0,private,119474.0,hs-grad,9.0,never-married,craft-repair,other-relative,white,female,40.0,united-states,<=50k
60.0,private,43235.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,>50k
23.0,private,129042.0,hs-grad,10.0,never-married,machine-op-inspct,unmarried,black,female,40.0,united-states,<=50k
60.0,local-gov,232769.0,11th,7.0,married-civ-spouse,transport-moving,husband,white,male,32.5,united-states,<=50k
36.0,federal-gov,47310.0,some-college,10.0,divorced,exec-managerial,unmarried,black,female,40.0,united-states,>50k
51.0,local-gov,186416.0,bachelors,13.0,divorced,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
63.0,private,301108.0,11th,7.0,married-civ-spouse,sales,husband,white,male,32.5,united-states,<=50k
17.0,private,171080.0,11th,7.0,never-married,other-service,own-child,white,male,32.5,united-states,<=50k
68.0,self-emp-not-inc,166083.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
23.0,self-emp-not-inc,236804.0,some-college,10.0,never-married,farming-fishing,own-child,white,male,35.0,united-states,<=50k
23.0,private,185452.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,female,35.0,canada,<=50k
24.0,private,141113.0,7th-8th,4.5,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
40.0,private,192344.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,>50k
53.0,private,375134.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,52.5,united-states,>50k
62.0,private,135480.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,32.5,united-states,<=50k
33.0,private,102821.0,12th,8.0,married-civ-spouse,protective-serv,husband,white,male,40.0,united-states,<=50k
32.0,private,398019.0,7th-8th,4.5,never-married,priv-house-serv,not-in-family,white,female,32.5,mexico,<=50k
27.0,private,96226.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,52.5,united-states,<=50k
80.5,private,103654.0,hs-grad,9.0,widowed,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
17.0,private,168807.0,7th-8th,4.5,never-married,craft-repair,not-in-family,white,male,45.0,united-states,<=50k
39.0,private,38721.0,hs-grad,9.0,divorced,priv-house-serv,unmarried,white,female,32.5,united-states,<=50k
19.0,private,227178.0,11th,7.0,never-married,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
35.0,private,180137.0,some-college,10.0,divorced,exec-managerial,unmarried,white,male,52.5,united-states,<=50k
45.0,self-emp-inc,36228.0,bachelors,13.0,married-civ-spouse,farming-fishing,husband,white,male,35.0,united-states,>50k
42.0,private,175935.0,hs-grad,9.0,separated,craft-repair,unmarried,white,male,40.0,united-states,<=50k
62.0,self-emp-not-inc,134768.0,12th,8.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
42.0,private,204235.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
47.0,federal-gov,53498.0,hs-grad,9.0,divorced,craft-repair,unmarried,black,female,40.0,united-states,<=50k
64.0,private,183513.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,female,32.5,united-states,<=50k
43.0,private,150528.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
57.0,self-emp-not-inc,35561.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,52.5,united-states,>50k
30.0,state-gov,290677.0,masters,14.0,never-married,adm-clerical,not-in-family,black,female,32.5,united-states,<=50k
66.0,private,213477.0,7th-8th,4.5,divorced,craft-repair,not-in-family,white,male,32.5,united-states,<=50k
40.0,private,305846.0,some-college,10.0,married-civ-spouse,adm-clerical,wife,white,female,40.0,united-states,>50k
46.0,private,256522.0,1st-4th,4.5,never-married,machine-op-inspct,own-child,white,male,40.0,puerto-rico,<=50k
39.0,private,167140.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
20.0,federal-gov,191878.0,some-college,10.0,never-married,craft-repair,own-child,black,female,32.5,united-states,<=50k
24.0,private,65743.0,bachelors,10.0,never-married,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
27.0,private,144133.0,bachelors,13.0,married-civ-spouse,exec-managerial,other-relative,white,male,50.0,united-states,<=50k
31.0,private,144064.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
41.0,local-gov,343079.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,32.5,united-states,<=50k
27.0,private,213421.0,prof-school,15.0,never-married,prof-specialty,not-in-family,white,male,50.0,united-states,<=50k
56.0,private,198388.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
59.0,private,95165.0,doctorate,16.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
34.0,private,242460.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
28.0,private,152951.0,hs-grad,9.0,divorced,handlers-cleaners,not-in-family,white,male,40.0,united-states,<=50k
37.0,self-emp-inc,27997.0,hs-grad,9.0,never-married,transport-moving,not-in-family,white,male,50.0,united-states,<=50k
48.0,private,123075.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,45.0,united-states,>50k
38.0,private,364782.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
19.0,private,57329.0,some-college,10.0,never-married,craft-repair,own-child,white,female,32.5,japan,<=50k
33.0,federal-gov,177945.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,black,male,40.0,united-states,<=50k
25.0,private,236977.0,hs-grad,9.0,separated,craft-repair,own-child,white,male,40.0,mexico,<=50k
34.0,private,64830.0,assoc-acdm,12.0,divorced,exec-managerial,not-in-family,white,female,45.0,united-states,<=50k
27.0,private,113501.0,masters,14.0,never-married,adm-clerical,own-child,white,male,45.0,united-states,<=50k
24.0,private,138504.0,hs-grad,9.0,separated,craft-repair,unmarried,black,female,37.0,united-states,<=50k
30.0,private,177675.0,some-college,10.0,never-married,craft-repair,not-in-family,white,male,40.0,united-states,>50k
32.0,private,312667.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,>50k
24.0,private,116968.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,45.0,united-states,<=50k
50.0,self-emp-not-inc,231196.0,bachelors,13.0,divorced,sales,not-in-family,white,male,50.0,united-states,<=50k
67.0,local-gov,103315.0,masters,10.0,never-married,craft-repair,other-relative,white,female,52.5,united-states,>50k
40.0,private,110622.0,prof-school,10.0,married-civ-spouse,adm-clerical,other-relative,asian-pac-islander,female,40.0,philippines,<=50k
33.0,private,205469.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
18.0,private,177578.0,hs-grad,9.0,never-married,sales,own-child,white,female,38.0,united-states,<=50k
24.0,private,162593.0,bachelors,10.0,never-married,adm-clerical,not-in-family,asian-pac-islander,female,40.0,united-states,<=50k
30.0,private,139012.0,assoc-voc,11.0,never-married,adm-clerical,other-relative,asian-pac-islander,male,40.0,other-merged,<=50k
39.0,private,155961.0,hs-grad,9.0,divorced,adm-clerical,unmarried,black,female,38.0,united-states,<=50k
33.0,private,144949.0,hs-grad,9.0,never-married,handlers-cleaners,not-in-family,white,male,40.0,united-states,<=50k
24.0,private,170070.0,hs-grad,9.0,never-married,machine-op-inspct,own-child,white,female,32.5,united-states,<=50k
55.0,self-emp-not-inc,119762.0,10th,6.0,married-civ-spouse,transport-moving,husband,white,male,50.0,united-states,<=50k
26.0,private,164938.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
28.0,private,275116.0,10th,6.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
24.0,private,255474.0,11th,7.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
62.0,federal-gov,159165.0,hs-grad,9.0,widowed,exec-managerial,not-in-family,white,female,36.0,united-states,<=50k
45.0,federal-gov,273194.0,hs-grad,9.0,never-married,transport-moving,not-in-family,black,male,40.0,united-states,<=50k
42.0,private,328239.0,some-college,10.0,never-married,other-service,not-in-family,white,male,40.0,united-states,<=50k
36.0,private,209993.0,1st-4th,10.0,widowed,other-service,other-relative,white,female,32.5,mexico,<=50k
40.0,private,201734.0,some-college,10.0,never-married,handlers-cleaners,not-in-family,white,male,48.0,united-states,<=50k
38.0,state-gov,341643.0,assoc-acdm,12.0,never-married,exec-managerial,not-in-family,white,male,52.5,united-states,<=50k
28.0,private,142712.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,50.0,united-states,>50k
29.0,federal-gov,124953.0,assoc-voc,11.0,married-civ-spouse,tech-support,husband,white,male,42.0,united-states,>50k
34.0,state-gov,154246.0,bachelors,13.0,divorced,prof-specialty,not-in-family,white,male,52.5,united-states,<=50k
49.0,private,93639.0,bachelors,10.0,married-civ-spouse,craft-repair,wife,white,female,43.0,united-states,<=50k
29.0,private,271579.0,10th,6.0,never-married,craft-repair,not-in-family,white,male,40.0,mexico,<=50k
62.0,private,263374.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,40.0,canada,<=50k
37.0,private,171150.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,52.5,united-states,>50k
47.0,private,110243.0,11th,7.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,<=50k
20.0,private,163003.0,hs-grad,10.0,never-married,craft-repair,unmarried,asian-pac-islander,female,32.5,united-states,<=50k
25.0,private,197303.0,bachelors,13.0,never-married,prof-specialty,own-child,white,female,40.0,united-states,<=50k
38.0,self-emp-not-inc,77820.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
44.0,private,173682.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
44.0,local-gov,101593.0,masters,14.0,never-married,prof-specialty,not-in-family,white,male,42.0,united-states,<=50k
30.0,private,151773.0,some-college,10.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,>50k
59.0,private,135647.0,11th,7.0,married-civ-spouse,sales,husband,white,male,52.5,united-states,<=50k
56.0,private,124137.0,hs-grad,9.0,divorced,adm-clerical,not-in-family,white,male,41.0,united-states,<=50k
60.0,private,53707.0,hs-grad,9.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
39.0,private,343476.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
45.0,private,215943.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
27.0,private,115945.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,45.0,united-states,>50k
37.0,private,173968.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
39.0,private,168894.0,bachelors,13.0,divorced,adm-clerical,unmarried,white,female,32.5,united-states,<=50k
31.0,private,223212.0,7th-8th,4.5,never-married,handlers-cleaners,own-child,white,male,50.0,united-states,<=50k
45.0,private,99385.0,hs-grad,9.0,divorced,adm-clerical,not-in-family,white,female,40.0,canada,<=50k
46.0,private,249935.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,<=50k
52.0,private,235307.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
35.0,private,233571.0,hs-grad,9.0,divorced,other-service,own-child,white,female,50.0,united-states,<=50k
